Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax,Rpeak,Nmax,Nhalf,Power,Mflops/Watt,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent
246,199,42,199,,"Cluster Platform DL380e Gen8, Xeon E5-2430L 8C 2.000GHz, Gigabit Ethernet",Software Company (M),Hewlett-Packard,United States,2013,Industry,25920,0,200996,414720,0,0,,,Cluster,Xeon E5-2430L 8C 2GHz,Intel SandyBridge,2000,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL380e Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
247,200,41,155,,"Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet",Web Content Provider,Hewlett-Packard,United States,2013,Industry,24032,0,199824,403736,0,0,,,Cluster,Xeon E5-2450 8C 2.1GHz,Intel SandyBridge,2100,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL360e Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
248,201,41,156,,"Cluster Platform DL380p Gen8 , Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet",Telecommunication Company,Hewlett-Packard,China,2013,Industry,25104,0,197937,401664,0,0,,,Cluster,Xeon E5-2650 8C 2GHz,Intel SandyBridge,2000,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8 ,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
249,202,41,157,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",IT Services Provider ,Hewlett-Packard,United States,2013,Industry,13568,0,197801,282214,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
250,203,42,203,,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",IT Services Provider ,Hewlett-Packard,"Korea, South",2013,Industry,21492,0,197733,395453,0,0,,,Cluster,Xeon E5-2630 6C 2.3GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
251,204,41,158,,"Inspur TS10000, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, K20M/Xeon Phi 5110P",Shanghai Jiaotong University,Inspur,China,2013,Academic,8412,1900,196234,262560,1671936,0,217,903,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Redhat Linux,Linux,K20M/Xeon Phi 5110P,8,Intel Xeon E5 (SandyBridge),Inspur TS10000,Inspur Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia
252,364,41,274,,"iDataPlex DX360M4, Xeon E5-2690 8C 2.900GHz, Infiniband FDR",Electronics Company,IBM,Japan,2013,Industry,9968,0,195837,231258,0,0,256,765,Cluster,Xeon E5-2690 8C 2.9GHz,Intel SandyBridge,2900,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Eastern Asia,Asia
253,,43,253,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.7GHz, 10G Ethernet",Automotive Services,Hewlett-Packard,United States,2014,Industry,12896,0,195802,278554,0,0,,,Cluster,Xeon E5-2680 8C 2.7GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
254,205,41,136,,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",Web-Service Provider,Hewlett-Packard,United States,2013,Industry,18496,0,194670,384717,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,10G,10G Ethernet,North America,Americas
255,,43,255,Euler,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR",ETH Zuerich,Hewlett-Packard,Switzerland,2014,Academic,9984,0,194154,215654,1737200,0,202,963,Cluster,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Linux,Linux,None,12,Intel Xeon E5 (IvyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Infiniband,Infiniband FDR,Western Europe,Europe
256,,43,256,,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Automotive,IBM,United States,2014,Industry,10256,0,194032,213325,0,0,223,870,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),IBM Flex System x240,IBM Flex System,Infiniband,Infiniband FDR,North America,Americas
257,,43,257,,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Automotive,IBM,United States,2014,Industry,10256,0,194032,213325,0,0,223,870,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),IBM Flex System x240,IBM Flex System,Infiniband,Infiniband FDR,North America,Americas
258,,43,258,,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR",IBM Development Engineering,IBM,United States,2014,Vendor,10000,0,193350,200000,0,0,202,958,Cluster,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),IBM NeXtScale nx360M4,IBM NeXtScale,Infiniband,Infiniband FDR,North America,Americas
259,,43,259,,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR",IBM Development Engineering,IBM,United States,2014,Vendor,10000,0,193350,200000,0,0,202,958,Cluster,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),IBM NeXtScale nx360M4,IBM NeXtScale,Infiniband,Infiniband FDR,North America,Americas
260,,43,260,,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR",IBM Development Engineering,IBM,France,2014,Vendor,10000,0,193350,200000,0,0,202,958,Cluster,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),IBM NeXtScale nx360M4,IBM NeXtScale,Infiniband,Infiniband FDR,Western Europe,Europe
261,,43,261,,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR",IBM Development Engineering,IBM,United States,2014,Vendor,10000,0,193350,200000,0,0,202,958,Cluster,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),IBM NeXtScale nx360M4,IBM NeXtScale,Infiniband,Infiniband FDR,North America,Americas
262,,43,262,,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.5GHz, Gigabit Ethernet",Service Provider,Hewlett-Packard,China,2014,Industry,19992,0,193123,399840,0,0,,,Cluster,Xeon E5-2640 6C 2.5GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
263,,43,263,,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2697v2 12C 2.7GHz, 10G Ethernet",Logistic Services (E),Hewlett-Packard,United States,2014,Industry,12672,0,192760,273715,0,0,,,Cluster,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Linux,Linux,None,12,Intel Xeon E5 (IvyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
264,206,41,159,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet",IT Service Provider,Hewlett-Packard,United States,2013,Industry,13184,0,192522,274227,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
265,207,41,160,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet",IT Service Provider,Hewlett-Packard,United States,2013,Industry,13168,0,192302,273894,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
266,208,42,208,RTC,"Cray XC30, Intel Xeon E5-2692v2 10C 3.000GHz, Aries interconnect ",PAWSEY CSIRO/iVEC,Cray Inc.,Australia,2013,Research,9440,0,192100,226560,1200000,0,,,MPP,Intel Xeon E5-2690v2 10C 3GHz,Intel IvyBridge,3000,Cray Linux Environment ,Linux,None,10,Intel Xeon E5 (IvyBridge),Cray XC30,Cray XC,Custom Interconnect,Aries interconnect ,Australia and New Zealand,Oceania
267,209,40,123,Ada,"xSeries x3750 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR",CNRS/IDRIS-GENCI,IBM,France,2012,Academic,10624,0,191938,229478,0,0,244,788,Cluster,Xeon E5-2680 8C 2.7GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3750 Cluster,IBM xSeries,Infiniband,Infiniband FDR,Western Europe,Europe
268,210,42,210,Emmy,"NEC LX-2400, Intel Xeon E5-2660v2 10C 2.200GHz, Infiniband QDR",Universitaet Erlangen - Regionales Rechenzentrum Erlangen,NEC,Germany,2013,Academic,11200,0,191500,197120,1951840,0,169,1133,Cluster,Intel Xeon E5-2660v2 10C 2.2GHz,Intel IvyBridge,2200,CentOS,Linux,None,10,Intel Xeon E5 (IvyBridge),NEC LX-2400,NEC Cluster,Infiniband,Infiniband QDR,Western Europe,Europe
269,211,35,22,,"BX900 Xeon X5570 2.93GHz , Infiniband QDR",Japan Atomic Energy Agency (JAEA),Fujitsu,Japan,2009,Research,17072,0,191400,200080,2401344,0,831,230,Cluster,Xeon X5570 4C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,4,Xeon 5500-series (Nehalem-EP),Fujitsu Cluster,Fujitsu Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
270,212,40,125,,"x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Petroleum Company,IBM,United Kingdom,2012,Industry,10976,0,190953,228301,0,0,285,669,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Infiniband,Infiniband FDR,Northern Europe,Europe
271,213,42,213,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",Service Provider,Hewlett-Packard,United States,2013,Industry,13440,0,190947,279552,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
272,214,33,14,Shaheen,Blue Gene/P Solution,King Abdullah University of Science and Technology,IBM,Saudi Arabia,2009,Academic,65536,0,190900,222822,0,0,504,379,MPP,PowerPC 450 4C 850MHz,Power,850,CNK/SLES 9,Mixed,None,4,PowerPC 450,BlueGene/P,IBM BlueGene,Proprietary Network,Proprietary,Western Asia,Asia
273,215,41,165,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet",IT Service Provider,Hewlett-Packard,United States,2013,Industry,15504,0,189651,272870,0,0,,,Cluster,Xeon E5-2660 8C 2.2GHz,Intel SandyBridge,2200,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
274,218,40,141,CADMOS BG/Q,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect",Ecole Polytechnique Federale de Lausanne,IBM,Switzerland,2012,Academic,16384,0,188967,209715,1409023,0,82,2299,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,Western Europe,Europe
275,219,42,219,,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect",IBM Rochester,IBM,United States,2013,Vendor,16384,0,188967,209715,1409023,0,82,2299,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,North America,Americas
276,220,37,109,,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom",IBM Thomas J. Watson Research Center,IBM,United States,2011,Research,16384,0,188967,209715,1409023,0,82,2299,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,North America,Americas
277,221,40,143,,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","Interdisciplinary Centre for Mathematical and Computational Modelling, University of Warsaw",IBM,Poland,2012,Academic,16384,0,188967,209715,1409023,0,82,2299,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,Eastern Europe,Europe
278,222,39,103,,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",University of Rochester,IBM,United States,2012,Academic,16384,0,188967,209715,1409023,0,82,2299,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,North America,Americas
279,223,41,172,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet",Telecommunication Company,Hewlett-Packard,United States,2013,Industry,15424,0,188738,271462,0,0,,,Cluster,Xeon E5-2660 8C 2.2GHz,Intel SandyBridge,2200,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
280,224,41,173,OCuLUS (Owl CLUSter),"Clustervision CV-AIRE5, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Universitaet Paderborn - PC2,ClusterVision,Germany,2013,Academic,9600,0,188725,199680,1966080,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Scientific Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Clustervision CV-AIRE5,ClusterVision Cluster,Infiniband,Infiniband QDR,Western Europe,Europe
281,225,39,86,SAGA,"Z24XX/SL390s Cluster, Xeon E5530/E5645 6C 2.40GHz, Infiniband QDR, NVIDIA 2090/2070","Vikram Sarabhai Space Centre, Indian Space Research Organisation",Hewlett Packard/WIPRO,India,2012,Research,12532,9432,188700,394760,660000,210000,,,Cluster,Xeon E5645 6C 2.4GHz,Intel Nehalem,2400,Linux,Linux,NVIDIA 2090,6,Xeon 5600-series (Westmere-EP),Z24XX/SL390s Cluster,Z24XX/SL390s Cluster,Infiniband,Infiniband QDR,South-central Asia,Asia
282,,43,282,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2640 6C 2.5GHz, 10G Ethernet",IT Service Provider (C),Hewlett-Packard,Netherlands,2014,Industry,13368,0,187552,267360,0,0,,,Cluster,Xeon E5-2640 6C 2.5GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,Western Europe,Europe
283,226,39,87,,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Max-Planck-Gesellschaft MPI/IPP,IBM,Germany,2012,Research,9904,0,187373,206003,0,0,206,911,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Western Europe,Europe
284,227,38,54,Carter,"Cluster Platform 3000 SL6500, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, FDR Infiniband",Purdue University,Hewlett-Packard,United States,2011,Academic,10368,0,186900,215654,1471712,0,252,742,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 SL6500,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,North America,Americas
285,228,41,177,,"Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet",Software Company (M),Hewlett-Packard,United States,2013,Industry,23024,0,186888,386803,0,0,,,Cluster,Xeon E5-2450 8C 2.1GHz,Intel SandyBridge,2100,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL360e Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
286,229,41,178,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",IT Services Provider ,Hewlett-Packard,Japan,2013,Others,12768,0,186782,265574,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,Eastern Asia,Asia
287,230,41,179,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",IT Service Provider,Hewlett-Packard,Israel,2013,Industry,12720,0,186118,264576,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,Western Asia,Asia
288,231,41,180,,"Cluster Platform DL380p Gen8 , Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet",Web Content Provider,Hewlett-Packard,United States,2013,Industry,24480,0,186111,391680,0,0,,,Cluster,Xeon E5-2650 8C 2GHz,Intel SandyBridge,2000,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8 ,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
289,232,41,181,,"Cray CS300-AC, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",DOE/Bettis Atomic Power Laboratory,Cray Inc.,United States,2013,Research,10176,0,184809,211661,1886976,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,SUSE Linux Enterprise Server 11,Linux,None,8,Intel Xeon E5 (SandyBridge),Cray CS300-AC,Cray CS300,Infiniband,Infiniband QDR,North America,Americas
290,233,41,182,,"Cray CS300-AC, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Knolls Atomic Power Laboratory,Cray Inc.,United States,2013,Research,10176,0,184809,211661,1886976,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,SUSE Linux Enterprise Server 11,Linux,None,8,Intel Xeon E5 (SandyBridge),Cray CS300-AC,Cray CS300,Infiniband,Infiniband QDR,North America,Americas
291,234,39,93,Darwin,"Dell PowerEdge C6220, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Cambridge University,Dell,United Kingdom,2012,Academic,9728,0,183379,202342,1975952,300000,975,188,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Dell PowerEdge C6220,Dell PowerEdge Cluster,Infiniband,Infiniband FDR,Northern Europe,Europe
292,235,41,185,,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",Computacenter (UK) LTD,Hewlett-Packard,United Kingdom,2013,Industry,17280,0,182746,359424,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
293,236,41,186,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2650 8C 2.000GHz, 10G Ethernet",Government,Hewlett-Packard,United States,2013,Government,16480,0,182484,263680,0,0,,,Cluster,Xeon E5-2650 8C 2GHz,Intel SandyBridge,2000,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
294,237,32,11,Magic Cube,"Dawning 5000A, QC Opteron 1.9 Ghz, Infiniband, Windows HPC 2008",Shanghai Supercomputer Center,Dawning,China,2008,Research,30720,0,180600,233472,0,0,,,Cluster,Opteron Quad Core 4C 1.9GHz,AMD x86_64,1900,Windows HPC 2008,Windows,None,4,Opteron Quad Core,Dawning 5000A,Dawning Cluster,Infiniband,Infiniband DDR,Eastern Asia,Asia
295,,43,295,,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR",Electronics,IBM,United States,2014,Industry,9168,0,180120,198029,0,0,255,707,Cluster,Xeon E5-2680 8C 2.7GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Infiniband,Infiniband FDR,North America,Americas
296,,43,296,,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR",Electronics,IBM,United States,2014,Industry,9168,0,180120,198029,0,0,255,707,Cluster,Xeon E5-2680 8C 2.7GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Infiniband,Infiniband FDR,North America,Americas
297,,43,297,,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR",Electronics,IBM,United States,2014,Industry,9168,0,180120,198029,0,0,255,707,Cluster,Xeon E5-2680 8C 2.7GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Infiniband,Infiniband FDR,North America,Americas
298,,43,298,,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR",Electronics,IBM,United States,2014,Industry,9168,0,180120,198029,0,0,255,707,Cluster,Xeon E5-2680 8C 2.7GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Infiniband,Infiniband FDR,North America,Americas
299,,43,299,,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR",Electronics,IBM,United States,2014,Industry,9168,0,180120,198029,0,0,255,707,Cluster,Xeon E5-2680 8C 2.7GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Infiniband,Infiniband FDR,North America,Americas
300,238,35,25,,"Cluster Platform 3000 BL2x220, L54xx 2.5 Ghz, Infiniband",Government,Hewlett-Packard,France,2009,Government,24704,0,179634,247040,0,0,,,Cluster,Xeon L5420 4C 2.5GHz,Intel Core,2500,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",Cluster Platform 3000 BL 2x220,HP Cluster Platform 3000BL,Infiniband,Infinband DDR 4x,Western Europe,Europe
301,239,37,50,,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect",IBM Poughkeepsie Benchmarking Center,IBM,United States,2011,Vendor,6912,0,178625,212115,0,0,390,458,MPP,POWER7 8C 3.84GHz,Power,3836,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom Interconnect,North America,Americas
302,240,39,96,Abel,"MEGWARE MiriQuid, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",University of Oslo,MEGWARE,Norway,2012,Academic,10080,0,178600,209664,2128896,0,227,787,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),MEGWARE MiriQuid,MEGWARE Cluster,Infiniband,Infiniband FDR,Northern Europe,Europe
303,242,40,136,Tide,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",National Centers for Environment Prediction,IBM,United States,2012,Research,10240,0,178148,212992,0,0,204,875,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas
304,241,40,135,Gyre,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",National Centers for Environment Prediction,IBM,United States,2012,Research,10240,0,178148,212992,0,0,204,875,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas
305,243,37,42,ALPS,"Acer AR585 F1 Cluster, Opteron 12C 2.2GHz, QDR infiniband",Taiwan National Center for High-performance Computing,Acer Group,Taiwan,2011,Research,26244,0,177100,231859,2301696,0,,,Cluster,Opteron 6174 12C 2.2GHz,AMD x86_64,2200,Linux,Linux,None,12,"Opteron 6100-series ""Magny-Cours"" ",Acer AR585 F1 Cluster,Acer Group Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
306,244,42,244,,"Cluster Platform DL380p Gen8 , Xeon E5-2620 6C 2.000GHz, Gigabit Ethernet",Service Provider,Hewlett-Packard,United States,2013,Industry,22152,0,176754,354432,0,0,,,Cluster,Xeon E5-2620 6C 2GHz,Intel SandyBridge,2000,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8 ,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
307,245,41,195,,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",IT Services Provider ,Hewlett-Packard,United States,2013,Industry,16640,0,176420,346112,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
