Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Nmax,Nhalf,HPCG [TFlop/s],Power (kW),Power Source,Power Effeciency [GFlops/Watts],Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent,Site ID,System ID
247,,50,247,Internet Company A O2,"ThinkSystem RD452, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 10G Ethernet",Internet Company A,Lenovo,China,2017,Industry,20160,15680,866.468,1495.2,1338624,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),ThinkSystem RD452,Lenovo ThinkSystem,10G,10G Ethernet,Eastern Asia,Asia,50580,179245
248,,50,248,,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2017,Industry,23040,17920,865,1696,2097000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179216
249,,50,249,,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2017,Industry,23040,17920,865,1696,2097000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179215
250,,50,250,,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2017,Industry,23040,17920,865,1696,2097000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179214
251,,50,251,IRIDIS,"ThinkSystem SD530, Xeon Gold 6138 20C 2GHz, Infiniband EDR",University of Southampton,Lenovo,United Kingdom,2017,Academic,20400,,864.529,1305.6,3262560,,,,,,Cluster,Xeon Gold 6138 20C 2GHz,Intel Skylake,2000,Linux,Linux,None,20,Xeon Gold,ThinkSystem SD530,Lenovo ThinkSystem,Infiniband,Infiniband EDR,Northern Europe,Europe,49200,179161
252,174,49,174,,"Sugon TC6000, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet",Government,Sugon,China,2017,Government,45600,,862.5,1751.04,5046000,,,1700,Submitted,0.507,Cluster,Xeon E5-2620v3 6C 2.4GHz,Intel Haswell,2400,CentOS,Linux,None,6,Intel Xeon E5 (Haswell),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia,50712,179064
253,175,48,139,,"Cluster Platform 3000 BL460c Gen9/DL380, Xeon E5-2697v3/Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR",Volvo Personvagnar AB,HPE,Sweden,2016,Industry,24624,,861.546,1024.358,3755136,,,,,,Cluster,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform 3000 BL460c Gen9,HP Cluster Platform 3000BL,Infiniband,Infiniband FDR,Northern Europe,Europe,50699,179028
254,177,49,177,,"Cluster Platform DL360, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet",Software Company (M),HPE,United States,2017,Industry,40320,,858.855,1483.776,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas,50172,179125
255,176,49,176,,"Cluster Platform DL360, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet",Software Company (M),HPE,United States,2017,Industry,40320,,858.855,1483.776,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas,50172,179126
256,,50,256,,"Huawei RH5885H V3 Cluster, Xeon E7-4850v4 16C 2.1GHz, Infiniband FDR",Chinese Institute of Meteorology,Huawei,China,2017,Research,33280,,857.6,1118.208,3200000,,,448.24,Submitted,1.913,Cluster,Xeon E7-4850v4 16C 2.1GHz,Intel Broadwell,2100,Linux,Linux,None,16,Intel Xeon E7 (Broadwell),Huawei RH5885H V3 Cluster,Huawei Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia,50751,179291
257,178,46,97,,"Cluster Platform DL360, Xeon E5-2640v3 8C 2.6GHz, 10G Ethernet",Trading Company,HPE,China,2015,Industry,36800,,856.5212,1530.88,,,,1840,Derived,0.466,Cluster,Xeon E5-2640v3 8C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,8,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,Eastern Asia,Asia,50618,178722
258,179,49,179,,"Cluster Platform DL360, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Services Company (S),HPE,Japan,2017,Industry,37884,,852.789,1454.746,,,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,Eastern Asia,Asia,50730,179151
259,,50,259,Shoubu system B,"ZettaScaler-2.2, Xeon D-1571 16C 1.3GHz, Infiniband EDR, PEZY-SC2","Advanced Center for Computing and Communication, RIKEN",PEZY Computing / Exascaler Inc.,Japan,2016,Research,794400,793600,841.96,1127.68,1309440,,,49.5,Submitted,17.009,Cluster,Xeon D-1571 16C 1.3GHz,Intel Broadwell,1300,CentOS,Linux,PEZY-SC2 500Mhz,16,Intel Xeon E5 (Broadwell),ZettaScaler-2.2,Pezy/Exascaler Cluster,Infiniband,Infiniband EDR,Eastern Asia,Asia,50577,179165
260,183,48,145,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, Infiniband FDR",Software Company (M),HPE,United States,2016,Industry,30528,,841.387,1172.275,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,Infiniband,Infiniband FDR,North America,Americas,50172,179019
261,182,48,146,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, Infiniband FDR",Software Company (M),HPE,United States,2016,Industry,30528,,841.387,1172.275,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,Infiniband,Infiniband FDR,North America,Americas,50172,179018
262,,50,262,Internet Company N B1,"Lenovo RD450, Xeon E5-2640v4 10C 2.4GHz, 10G Ethernet",Network Company,Lenovo,China,2017,Industry,48000,,840.532,1843.2,3919104,,,,,,Cluster,Xeon E5-2640v4 10C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,10,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50177,179260
263,,50,263,Core International 2,"Lenovo x240 M5, Xeon E5-2667v3 8C 3.2GHz, 10G Ethernet",Core International,Lenovo,China,2017,Industry,30080,,840.276,1540.096,3468672,,,,,,Cluster,Xeon E5-2667v3 8C 3.2GHz,Intel Haswell,3200,Linux,Linux,None,8,Intel Xeon E5 (Haswell),Lenovo x240 M5,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50646,179256
264,184,48,147,,"Cluster Platform DL360, Xeon E5-2660v3 10C 2.6GHz, 10G Ethernet",IT Services Provider ,HPE,United States,2016,Industry,33660,,838.768,1400.256,,,,,,,Cluster,Xeon E5-2660v3 10C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,10,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas,50374,179035
265,,50,265,,"Sugon I620, Xeon E5-2630v3 8C 2.4GHz, 10G Ethernet",IT Service Provider (L),Sugon,China,2016,Industry,44800,,838,1720.32,4387000,,,840,Submitted,0.998,Cluster,Xeon E5-2630v3 8C 2.4GHz,Intel Haswell,2400,CentOS,Linux,None,8,Intel Xeon E5 (Haswell),Sugon I620,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia,50661,179181
266,,50,266,,"Lenovo NeXtScale nx360M5, Xeon E5-2690v4 14C 2.6GHz, Infiniband FDR, NVIDIA Tesla K80",Government,Lenovo,China,2017,Government,32000,20800,836.176,1962.184,2262720,,,,,,Cluster,Xeon E5-2690v4 14C 2.6GHz,Intel Broadwell,2600,Linux,Linux,NVIDIA Tesla K80,14,Intel Xeon E5 (Broadwell),Lenovo NeXtScale nx360 M5,Lenovo NeXtScale,Infiniband,Infiniband FDR,Eastern Asia,Asia,50366,179251
267,185,45,80,Intel SC D2P4,"Cluster Platform 3000 BL460c, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR",Intel,HPE,United States,2015,Industry,30672,,833.916,1226.88,3944320,,,1533.6,Derived,0.544,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform 3000 BL460c,HP Cluster Platform 3000BL,Infiniband,Infiniband FDR,North America,Americas,48133,178605
268,186,48,149,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, Infiniband FDR",Software Company (M),HPE,United States,2016,Industry,30240,,833.45,1161.216,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,Infiniband,Infiniband FDR,North America,Americas,50172,179020
269,,50,269,ComputeSystem,"Sugon I620, Xeon E5-2650v4 12C 2.2GHz, 10G Ethernet", IT Service Provider,Sugon,China,2017,Industry,48000,,832.6,1689.6,5243000,,,600,Submitted,1.388,Cluster,Xeon E5-2650v4 12C 2.2GHz,Intel Broadwell,2200,CentOS,Linux,None,12,Intel Xeon E5 (Broadwell),Sugon I620,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia,50741,179258
270,,50,270,BTCloudSystem,"Sugon I620, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet",Government Department,Sugon,China,2017,Government,48000,,832.2,1689.6,4061000,,,720,Submitted,1.156,Cluster,Xeon E5-2630v4 10C 2.2GHz,Intel Broadwell,2200,CentOS,Linux,None,10,Intel Xeon E5 (Broadwell),Sugon I620,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia,50744,179263
271,188,49,188,,"Cluster Platform DL360, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Services Company (S),HPE,United States,2017,Industry,36736,,831.853,1410.662,,,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas,50729,179149
272,187,49,187,,"Cluster Platform DL360, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Services Company (S),HPE,United States,2017,Industry,36736,,831.853,1410.662,,,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas,50729,179150
273,189,42,120,Gottfried,"Cray XC40, Intel Xeon E5-2695v2 12C 2.4GHz/E5-2680v3 12C 2.5GHz, Aries interconnect ",HLRN at Universitaet Hannover / RRZN,Cray Inc.,Germany,2014,Academic,40320,,829.805,1241.395,3001680,,,787.5,Derived,1.054,MPP,Intel Xeon E5-2695v2 12C 2.4GHz,Intel IvyBridge,2400,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (IvyBridge),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Western Europe,Europe,49362,178189
274,190,47,115,,"Lenovo RD450, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Company A,Lenovo,China,2016,Industry,37600,,827.2,1504,2742336,,,881.25,Derived,0.939,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50580,178765
275,,50,275,Internet Company B K1,"Lenovo RD450, Xeon E5-2650v4 12C 2.2GHz, 10G Ethernet",Internet Service (B),Lenovo,China,2017,Industry,45120,,825.718,1588.224,4905600,,,,,,Cluster,Xeon E5-2650v4 12C 2.2GHz,Intel Broadwell,2200,Linux,Linux,None,12,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50330,179244
276,,50,276,Sakura,"ZettaScaler-2.2, Xeon E5-2618Lv3  8C 2.3GHz, Infiniband EDR, PEZY-SC2",PEZY Computing K.K.,PEZY Computing / Exascaler Inc.,Japan,2016,Industry,794400,793600,824.6961,1127.68,1190400,,,49.51,Submitted,16.657,Cluster,Xeon E5-2618Lv3  8C 2.3GHz,Intel Haswell,2300,CentOS,Linux,PEZY-SC2 500Mhz,8,Intel Xeon E5 (Haswell),ZettaScaler-2.2,Pezy/Exascaler Cluster,Infiniband,Infiniband EDR,Eastern Asia,Asia,50638,178807
277,191,49,191,,"Sugon TC6000, Xeon E5-2650v4 12C 2.2GHz, 10G Ethernet",Internet Service (B),Sugon,China,2017,Industry,48000,,822.8,1689.6,5308000,,,988,Submitted,0.833,Cluster,Xeon E5-2650v4 12C 2.2GHz,Intel Broadwell,2200,CentOS,Linux,None,12,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia,50330,179054
278,192,47,116,,"Lenovo x3950, Xeon E7-8860v3  16C 2.2GHz, 10G Ethernet",Financial Company (C A1),Lenovo,China,2016,Industry,42496,,822.723,1495.859,4122816,,,996,Derived,0.826,Cluster,Xeon E7-8860v3  16C 2.2GHz,Intel Haswell,2200,Linux,Linux,None,16,Intel Xeon E7 (Haswell-Ex),Lenovo x3950,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50633,178795
279,193,49,193,Laurel 2,"Cray CS400, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path","Academic Center for Computing and Media Studies (ACCMS),  Kyoto University",Cray Inc.,Japan,2017,Academic,30600,,821.9,1028.16,3413916,,,357.11,Submitted,2.302,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,Cray Linux Environment ,Linux,None,18,Intel Xeon E5 (Broadwell),Cray CS400,Cray CS400,Omnipath,Intel Omni-Path,Eastern Asia,Asia,50516,179096
280,,50,280,,"Huawei E9000 Blade Server, Xeon E5-2690v4 14C 2.6GHz, 40G Ethernet",Pharmaceutical Company ,Huawei,China,2017,Industry,29344,,820.3,1220.71,5120000,,,396,Submitted,2.071,Cluster,Xeon E5-2690v4 14C 2.6GHz,Intel Broadwell,2600,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Huawei E9000 Blade Server,Huawei Cluster,Gigabit Ethernet,40G Ethernet,Eastern Asia,Asia,50753,179302
281,195,49,195,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,United States,2017,Industry,38880,,819.16,1492.992,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas,50172,179143
282,194,49,194,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,United States,2017,Industry,38880,,819.16,1492.992,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas,50172,179142
283,196,49,196,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,Ireland,2017,Industry,38784,,819.16,1489.306,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,Northern Europe,Europe,50502,179135
284,197,49,197,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,Ireland,2017,Industry,36840,,819.16,1414.656,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,Northern Europe,Europe,50502,179136
285,198,49,198,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,United States,2017,Industry,36480,,819.16,1400.832,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas,50172,179144
286,199,48,153,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,United States,2016,Industry,36048,,819.16,1384.243,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas,50172,179007
287,,50,287,Internet Company A P1,"ThinkSystem RD452, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 10G Ethernet",Internet Company A,Lenovo,China,2017,Industry,18720,14560,817.212,1388.4,1290048,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),ThinkSystem RD452,Lenovo ThinkSystem,10G,10G Ethernet,Eastern Asia,Asia,50580,179243
288,200,43,45,Faris,"Cluster Platform SL230s Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband QDR",Saudi Aramco,HPE,Saudi Arabia,2014,Industry,40960,,816.5786,917.504,,,,3072,Derived,0.266,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,Western Asia,Asia,50542,178385
289,201,49,201,,"Inspur TS10000, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet, NVIDIA Tesla P100",Internet Service A,Inspur,China,2017,Industry,18432,16128,814.2,1463.04,995000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur TS10000,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia,50596,179116
290,,50,290,traingsystem,"Sugon I620, Xeon E5-2609v3 6C 1.9GHz, 10G Ethernet",Internet Company,Sugon,China,2016,Industry,54000,,810.8,1641.6,3932000,,,900,Submitted,0.901,Cluster,Xeon E5-2609v3 6C 1.9GHz,Intel Haswell,1900,CentOS,Linux,None,6,Intel Xeon E5 (Haswell),Sugon I620,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia,50707,179252
291,,50,291,Reedbush-L,"SGI Rackable C1102-GP8, Xeon E5-2695v4 18C 2.1GHz, Infiniband EDR, NVIDIA Tesla P100 NVLink","Information Technology Center, The University of Tokyo",HPE,Japan,2017,Academic,16640,14336,805.6,1434.214,731136,,23.4,79.24,Submitted,10.167,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,RHEL 7.3,Linux,NVIDIA Tesla P100 NVLink,18,Intel Xeon E5 (Broadwell),SGI Rackable C1102-GP8,Rackable Cluster,Infiniband,Infiniband EDR,Eastern Asia,Asia,50096,179171
292,,50,292,Zenith,"Dell C6420/C6320p, Xeon Gold 6148 20C 2.4GHz/Xeon Phi 7290/7230/7210, Intel Omni-Path",Dell EMC HPC Innovation lab,Dell EMC,United States,2016,Vendor,20480,,805.548,1302.528,2283456,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,RHEL 7.3,Linux,None,20,Xeon Gold,Dell C6420,Dell PowerEdge Cluster,Omnipath,Intel Omni-Path,North America,Americas,50733,179168
293,,50,293,,"Sugon I620, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet",IT Service Provider (L),Sugon,China,2016,Industry,43200,,804.9,1658.88,4974000,,,900,Submitted,0.894,Cluster,Xeon E5-2620v3 6C 2.4GHz,Intel Haswell,2400,CentOS,Linux,None,6,Intel Xeon E5 (Haswell),Sugon I620,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia,50661,179182
294,202,49,202,,"Lenovo RD450, Xeon E5-2640v4 10C 2.4GHz, 10G Ethernet",Internet Service (B),Lenovo,China,2017,Industry,54800,,803.85,2104.32,4187520,,,,,,Cluster,Xeon E5-2640v4 10C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,10,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50330,179078
295,203,49,203,Reedbush-H,"SGI Rackable C1102-GP8, Xeon E5-2695v4 18C 2.1GHz, Infiniband FDR, NVIDIA Tesla P100 SXM2","Information Technology Center, The University of Tokyo",HPE,Japan,2017,Academic,17760,13440,802.4,1417.152,802400,,22.2,93.57,Submitted,8.575,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,RHEL 7.3,Linux,NVIDIA Tesla P100 NVLink,18,Intel Xeon E5 (Broadwell),SGI Rackable C1102-GP8,Rackable Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia,50096,179107
296,,50,296,Internet Company B L1,"Lenovo x3650, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Internet Service (B),Lenovo,China,2017,Industry,44800,,802.134,1720.32,3200064,,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Lenovo x3650,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50330,179242
297,,50,297,,"Sugon I620, Xeon E5-2650v3 10C 2.3GHz, 10G Ethernet",IT Service Provider (L),Sugon,China,2016,Industry,44000,,801.6,1619.2,3888000,,,660,Submitted,1.215,Cluster,Xeon E5-2650v3 10C 2.3GHz,Intel Haswell,2300,CentOS,Linux,None,10,Intel Xeon E5 (Haswell),Sugon I620,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia,50661,179183
298,204,41,63,Aterui,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ",National Astronomical Observatory of Japan,Cray Inc.,Japan,2014,Academic,25440,,801.4,1058.304,3742272,,,568.5,Submitted,1.41,MPP,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Eastern Asia,Asia,50097,178066
299,,50,299,onhelper-system,"Sugon I620, Xeon E5-2650v3 10C 2.3GHz, NVIDIA Tesla P40, 10G Ethernet",Internet Company,Sugon,China,2017,Industry,176000,132000,798.6,1619.2,5499000,,,1100,Submitted,0.726,Cluster,Xeon E5-2650v3 10C 2.3GHz,Intel Haswell,2300,CentOS,Linux,NVIDIA Tesla P40,10,Intel Xeon E5 (Haswell),Sugon I620,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia,50598,179197
300,205,38,14,Sunway Blue Light,"Sunway BlueLight MPP, ShenWei processor SW1600 975.00 MHz, Infiniband QDR",National Supercomputing Center in Jinan,NRCPC,China,2011,Research,137200,,795.9,1070.16,3375120,,,1074,Submitted,0.741,Cluster,ShenWei processor SW1600 16C 975MHz,ShenWei,975,Linux,Linux,None,16,ShenWei,Sunway BlueLight MPP,Sunway BlueLight MPP,Infiniband,Infiniband QDR,Eastern Asia,Asia,50362,177447
301,,50,301,Internet Company T R1,"Lenovo RD450, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet",Service Provider T,Lenovo,China,2017,Industry,43200,,794.562,1589.76,4800000,,,,,,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50329,179241
302,,50,302,Brown,"PowerEdge R640, Xeon Gold 6126 12C 2.6GHz, Infiniband EDR",Purdue University,Dell EMC,United States,2017,Academic,12960,,793.245,1078.272,2330880,,,240,Submitted,3.305,Cluster,Xeon Gold 6126 12C 2.6GHz,Intel Skylake,2600,Linux,Linux,None,12,Xeon Gold,PowerEdge R640,Dell PowerEdge Cluster,Infiniband,Infiniband EDR,North America,Americas,48657,179169
303,,50,303,Internet Company T S1,"Lenovo RD450, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet",Service Provider T,Lenovo,China,2017,Industry,46000,,793.084,1619.2,5425920,,,,,,Cluster,Xeon E5-2630v4 10C 2.2GHz,Intel Broadwell,2200,Linux,Linux,None,10,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50329,179240
304,206,48,159,DRACO,"Lenovo NeXtScale nx360M5, Xeon E5-2698v3 16C 2.3GHz, Infiniband FDR",Max-Planck-Gesellschaft MPI/IPP,Lenovo,Germany,2016,Research,28128,,790.7,1035.11,3024000,,,,,,Cluster,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,16,Intel Xeon E5 (Haswell),Lenovo NeXtScale nx360 M5,Lenovo NeXtScale,Infiniband,Infiniband FDR,Western Europe,Europe,48331,178943
305,,50,305,Internet Company A Q1,"Lenovo x3650, Xeon E5-2690v4 14C 2.6GHz, 10G Ethernet",Internet Company A,Lenovo,China,2017,Industry,39200,,788.216,1630.72,2993280,,,,,,Cluster,Xeon E5-2690v4 14C 2.6GHz,Intel Broadwell,2600,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Lenovo x3650,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50580,179239
306,207,49,207,,"Sugon TC6000, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet",Internet Service (B),Sugon,China,2017,Industry,46000,,788.2,1619.2,5657000,,,1076,Submitted,0.733,Cluster,Xeon E5-2630v4 10C 2.2GHz,Intel Broadwell,2200,CentOS,Linux,None,10,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia,50330,179055
