green500_rank,Rmax,total_power,Mflops/Watt,How?,Year,Computer,Total Cores,Name,Manufacturer,top500_rank,Site,Country,RPeak,Segment,Accelerator/Co-Processor Cores,Nmax,Architecture,Processor,Processor_Family,Proc_Frequency,OS,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent
55,245876,236.8,1038.327703,Top500,2013,"SGI ICE X, Intel Xeon E5-2695v2 12C 2.400GHz, Infiniband FDR",13440,CASE-2,SGI,159,T-Systems,Germany,258048,Industry,0,1885596,Cluster,Intel Xeon E5-2695v2 12C 2.400GHz,Intel IvyBridge,2400,SUSE Linux Enterprise Server 11,Linux,None,12,Intel Xeon E5 (IvyBridge),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,Western Europe,Europe
56,132583.57,127.9,1036.618999,Submission,2013,"BladeCenter HS23 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",7008,,IBM,390,Electronics,United States,145766.4,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),BladeCenter HS23 Cluster,IBM BladeCenter,Infiniband,Infiniband QDR,North America,Americas
57,132583.57,127.9,1036.618999,Submission,2013,"BladeCenter HS23 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",7008,,IBM,391,Electronics,United States,145766.4,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),BladeCenter HS23 Cluster,IBM BladeCenter,Infiniband,Infiniband QDR,North America,Americas
58,132583.57,127.9,1036.618999,Submission,2013,"BladeCenter HS23 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",7008,,IBM,392,Electronics,United States,145766.4,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),BladeCenter HS23 Cluster,IBM BladeCenter,Infiniband,Infiniband QDR,North America,Americas
59,421600,407.29,1035.134671,Top500,2012,"Xtream-X GreenBlade 8204, Xeon E5-2670 8C 2.600GHz, Infiniband QDR, NVIDIA 2090",20800,HA-PACS,Cray Inc.,73,"Center for Computational Sciences, University of Tsukuba",Japan,778128,Academic,16640,1954559,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,NVIDIA 2090,8,Intel Xeon E5 (SandyBridge),Xtream-X GreenBlade 8204,Appro Xtreme-X,Infiniband,Infiniband QDR,Eastern Asia,Asia
60,352671,347.27,1015.55274,Submission,2013,"iDataPlex DX360M4, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR14",18144,Athos,IBM,91,EDF R&D,France,391910,Industry,0,2370816,Cluster,Intel Xeon E5-2697v2 12C 2.700GHz,Intel IvyBridge,2700,Linux,Linux,None,12,Intel Xeon E5 (IvyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR14,Western Europe,Europe
61,150571.07,151.84,991.6429795,Submission,2013,"BladeCenter HS23 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband QDR",7664,,IBM,310,Aerospace Company,United States,165542,Industry,0,0,Cluster,Xeon E5-2680 8C 2.700GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),BladeCenter HS23 Cluster,IBM BladeCenter,Infiniband,Infiniband QDR,North America,Americas
62,176347.33,177.84,991.6066689,Submission,2013,"BladeCenter HS23 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband QDR",8976,,IBM,247,Classified,United States,193882,Government,0,0,Cluster,Xeon E5-2680 8C 2.700GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),BladeCenter HS23 Cluster,IBM BladeCenter,Infiniband,Infiniband QDR,North America,Americas
63,2098090,2118,990.5996223,Top500,2013,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",110400,Pangea,SGI,14,Total Exploration Production,France,2296320,Industry,0,3862528,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,SUSE Linux Enterprise Server 11,Linux,None,8,Intel Xeon E5 (SandyBridge),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,Western Europe,Europe
64,288200,294,980.2721088,Top500,2012,"RSC Tornado, Xeon X5680 6C 3.330GHz, Infiniband QDR, Intel Xeon Phi SE10X",28032,RSC Tornado SUSU,RSC Group,127,South Ural State University,Russia,473640.96,Academic,23424,980992,Cluster,Xeon X5680 6C 3.330GHz,Intel Nehalem,3330,CentOS,Linux,Intel Xeon Phi SE10X,6,Xeon 5600-series (Westmere-EP),RSC Tornado,RSC Cluster,Infiniband,Infiniband QDR,Eastern Europe,Europe
65,120400,126.27,953.5123149,Top500,2011,"SuperServer  2026GT-TRF, Xeon E5645 6C 2.40GHz, Infiniband QDR, NVIDIA 2050",8320,HokieSpeed,Supermicro,480,Virginia Tech,United States,238201.6,Academic,5824,355520,Cluster,Xeon E5620 4C 2.400GHz,Intel Nehalem,2400,CentOS,Linux,NVIDIA 2050,4,Xeon 5600-series (Westmere-EP),SuperServer 2026GT-TRF,Supermicro SuperServer,Infiniband,Infiniband QDR,North America,Americas
66,130172,139.1,935.8159597,Submission,2013,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR14",7560,,IBM,413,IBM Development Engineering,United States,169344,Vendor,0,0,Cluster,Intel Xeon E5-2680v2  10C 2.800GHz,Intel IvyBridge,2800,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR14,North America,Americas
67,130172,139.1,935.8159597,Submission,2013,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR14",7560,,IBM,414,IBM Development Engineering,United States,169344,Vendor,0,0,Cluster,Intel Xeon E5-2680v2  10C 2.800GHz,Intel IvyBridge,2800,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR14,North America,Americas
68,130172,139.1,935.8159597,Submission,2013,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR14",7560,,IBM,415,IBM Development Engineering,United States,169344,Vendor,0,0,Cluster,Intel Xeon E5-2680v2  10C 2.800GHz,Intel IvyBridge,2800,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR14,North America,Americas
69,158696,170.16,932.6281147,Submission,2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",8192,Blue Wonder,IBM,283,Science and Technology Facilities Council - Daresbury Laboratory,United Kingdom,170394,Research,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Northern Europe,Europe
70,148778,159.53,932.6020184,Submission,2013,"iDataPlex DX360M3, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",7680,,IBM,317,NASA/Goddard Space Flight Center,United States,159744,Research,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband QDR,North America,Americas
71,148778,159.53,932.6020184,Submission,2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",7680,,IBM,316,Centro Euro-Mediterraneo per i Cambiamenti Climatici,Italy,159744,Research,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Southern Europe,Europe
72,130180.56,139.59,932.592306,Submission,2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",6720,,IBM,412,Durham University,United Kingdom,139776,Academic,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Northern Europe,Europe
73,496500,540,919.4444444,Top500,2011,"Mole-8.5 Cluster, Xeon X5520 4C 2.27 GHz, Infiniband QDR, NVIDIA 2050",29440,Mole-8.5,"IPE, Nvidia, Tyan",63,"Institute of Process Engineering, Chinese Academy of Sciences",China,1012650,Academic,26880,768000,Cluster,Xeon X5520 4C 2.267GHz,Intel Nehalem,2267,Linux,Linux,NVIDIA 2050,4,Xeon 5500-series (Nehalem-EP),Mole-8.5 Cluster,Mole-8.5 Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
74,318443,349.6,910.8781465,Submission,2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",16832,,IBM,106,National Center for Medium Range Weather Forecast,India,350106,Research,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,South-central Asia,Asia
75,925058,1015.6,910.8487594,Submission,2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",48896,MareNostrum,IBM,34,Barcelona Supercomputing Center,Spain,1017036.8,Academic,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Southern Europe,Europe
76,187373,205.72,910.8156718,Submission,2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",9904,,IBM,226,Max-Planck-Gesellschaft MPI/IPP,Germany,206003,Research,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Western Europe,Europe
77,227026.67,249.26,910.8026559,Submission,2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",12000,IRIDIS 4,IBM,179,University of Southampton,United Kingdom,249600,Academic,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Northern Europe,Europe
78,719220,789.66,910.7970519,Submission,2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",38016,,IBM,44,Indian Institute of Tropical Meteorology,India,790733,Research,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,South-central Asia,Asia
79,130162,142.91,910.7970051,Submission,2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",6880,Midway,IBM,416,University of Chicago,United States,143104,Academic,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas
80,126227,138.59,910.7944296,Submission,2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband",6672,,IBM,445,Electronics,United States,138778,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
81,126227,138.59,910.7944296,Submission,2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband",6672,,IBM,446,Electronics,United States,138778,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
82,126227,138.59,910.7944296,Submission,2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband",6672,,IBM,447,Electronics,United States,138778,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
83,126227,138.59,910.7944296,Submission,2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband",6672,,IBM,448,Electronics,United States,138778,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
84,126227,138.59,910.7944296,Submission,2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband",6672,,IBM,449,Electronics,United States,138778,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
85,126227,138.59,910.7944296,Submission,2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband",6672,,IBM,450,Electronics,United States,138778,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
86,126227,138.59,910.7944296,Submission,2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband",6672,,IBM,451,Electronics,United States,138778,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
87,126227,138.59,910.7944296,Submission,2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband",6672,,IBM,452,Electronics,United States,138778,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
88,454053.34,498.53,910.7843861,Submission,2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR14",24000,HPCC1,IBM,69,Exploration & Production - Eni S.p.A.,Italy,499200,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR14,Southern Europe,Europe
89,228842.88,251.26,910.7811828,Submission,2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",12096,,IBM,176,Geoscience,United States,251596.8,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas
90,140151,153.88,910.7811282,Submission,2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband",7408,,IBM,359,Financial Institution (P),France,154086,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband,Western Europe,Europe
91,140151,153.88,910.7811282,Submission,2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband",7408,,IBM,360,Financial Institution (P),France,154086,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband,Western Europe,Europe
92,140151,153.88,910.7811282,Submission,2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband",7408,,IBM,361,Financial Institution (P),France,154086,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband,Western Europe,Europe
93,136216,149.56,910.778283,Submission,2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR14",7200,Argus,IBM,376,Bombardier Aerospace,Canada,149760,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR14,North America,Americas
94,141059,154.88,910.7631715,Submission,2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",7456,Guillimin Phase 2,IBM,353,CLUMEQ - McGill University,Canada,155084.8,Academic,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband QDR,North America,Americas
95,2582000,2841,908.8349173,Submission,2012,"iDataPlex DX360M4, Xeon E5-2680 8C 2.70GHz, Infiniband FDR",147456,SuperMUC,IBM,10,Leibniz Rechenzentrum,Germany,3185050,Academic,0,5201920,Cluster,Xeon E5-2680 8C 2.700GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Western Europe,Europe
96,222664,245,908.8326531,Top500,2013,"Bullx DLC B710 Blades, Intel Xeon E5-2695v2 12C 2.400GHz, Infiniband FDR",12960,Cartesius,Bull SA,184,SURFsara,Netherlands,248832,Academic,0,1948464,Cluster,Intel Xeon E5-2695v2 12C 2.400GHz,Intel IvyBridge,2400,Bullx Linux,Linux,None,12,Intel Xeon E5 (IvyBridge),Bullx DLC B710 Blades,Bull Bullx,Infiniband,Infiniband FDR,Western Europe,Europe
97,196234,217.2,903.4714549,Top500,2013,"Inspur TS10000, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, K20M/Xeon Phi 5110P",8412,,Inspur,204,Shanghai Jiaotong University,China,262559.6,Academic,1900,1671936,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Redhat Linux,Linux,K20M/Xeon Phi 5110P,8,Intel Xeon E5 (SandyBridge),Inspur TS10000,Inspur Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia
98,142700,160,891.875,Submission,2011,"iDataPlex DX360M3, Xeon E5645 6C 2.40 GHz, Infiniband QDR, NVIDIA 2070",10240,,IBM,349,CINECA / SCS - SuperComputing Solution,Italy,293171,Research,7168,0,Cluster,Xeon E5645 6C 2.400GHz,Intel Nehalem,2400,Linux,Linux,NVIDIA 2070,6,Xeon 5600-series (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband QDR,Southern Europe,Europe
99,1043000,1176.8,886.3018355,Top500,2012,"PRIMEHPC FX10, SPARC64 IXfx 16C 1.848GHz, Tofu interconnect",76800,Oakleaf-FX,Fujitsu,30,"Information Technology Center, The University of Tokyo",Japan,1135411,Academic,0,4058880,Cluster,SPARC64 IXfx 16C 1.848GHz,Sparc,1848,Linux,Linux,None,16,SPARC64 IXfx,PRIMEHPC FX10,Fujitsu Cluster,Custom Interconnect,Tofu interconnect,Eastern Asia,Asia
100,1415470,1606,881.3636364,Top500,2012,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",73584,Spirit,SGI,18,Air Force Research Laboratory,United States,1530547.2,Government,0,3128832,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Redhat Enterprise Linux 6,Linux,None,8,Intel Xeon E5 (SandyBridge),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,North America,Americas
101,1257615,1436.72,875.3375745,Submission,2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",72288,Yellowstone,IBM,22,NCAR (National Center for Atmospheric Research),United States,1503590,Research,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas
102,350729,400.68,875.3344315,Submission,2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",20160,Pershing,IBM,93,Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC),United States,419328,Government,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas
103,178148,203.52,875.3341195,Submission,2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",10240,Gyre,IBM,241,National Centers for Environment Prediction,United States,212992,Research,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas
104,178148,203.52,875.3341195,Submission,2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",10240,Tide,IBM,242,National Centers for Environment Prediction,United States,212992,Research,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas
105,327347,373.97,875.3295719,Submission,2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",18816,Kilrain,IBM,101,Navy DSRC,United States,391373,Government,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas
106,327347,373.97,875.3295719,Submission,2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",18816,Haise,IBM,102,Navy DSRC,United States,391373,Government,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas
107,303965,347.26,875.3239648,Submission,2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",17472,Hercules,IBM,115,Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC),United States,363418,Government,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas
108,129714,148.19,875.3222215,Submission,2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",7456,,IBM,422,Electronics,United States,155085,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas
109,441815,505.5,874.0158259,Submission,2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",24336,Makman,IBM,70,Saudi Aramco,Saudi Arabia,506189,Industry,0,3232768,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband QDR,Western Asia,Asia
110,157708,181.31,869.8251613,Submission,2013,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",8336,,IBM,286,Automotive,United States,173389,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),IBM Flex System x240,IBM Flex System,Infiniband,Infiniband FDR,North America,Americas
111,157708,181.31,869.8251613,Submission,2013,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",8336,,IBM,287,Automotive,United States,173389,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),IBM Flex System x240,IBM Flex System,Infiniband,Infiniband FDR,North America,Americas
112,157708,181.31,869.8251613,Submission,2013,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",8336,,IBM,288,Automotive,United States,173389,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),IBM Flex System x240,IBM Flex System,Infiniband,Infiniband FDR,North America,Americas
113,129254,148.6,869.8115747,Submission,2013,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",6832,,IBM,423,Automotive,United States,142106,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),IBM Flex System x240,IBM Flex System,Infiniband,Infiniband FDR,North America,Americas
114,129254,148.6,869.8115747,Submission,2013,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",6832,,IBM,424,Automotive,United States,142106,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),IBM Flex System x240,IBM Flex System,Infiniband,Infiniband FDR,North America,Americas
115,129254,148.6,869.8115747,Submission,2013,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",6832,,IBM,425,Automotive,United States,142106,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),IBM Flex System x240,IBM Flex System,Infiniband,Infiniband FDR,North America,Americas
116,141027.73,162.87,865.8913858,Submission,2013,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Infiniband, NVIDIA 2090",10120,,IBM,354,Petroleum Company,China,367720,Industry,7084,0,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,NVIDIA 2090,6,Xeon 5600-series (Westmere-EP),xSeries x3650 Cluster,IBM xSeries,Infiniband,Infiniband,Eastern Asia,Asia
117,334377,386.56,865.006726,Top500,2012,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, Infiniband FDR",17408,,Hewlett-Packard,99,CSIR Centre for Mathematical Modelling and Computer Simulation,India,362086.4,Research,0,2712832,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Infiniband,Infiniband FDR,South-central Asia,Asia
