"","date","ExaRank","exascalar","top500rank","green500rank.g","site.g","manufacturer.g","name.g","computer.g","country.g","mflopswatt","power.g","cores.g","rmax.g","rpeak.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax","rpeak.t","efficiency.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t"
"10",2012-11-01,31,-3.459,10,159,"IBM Development Engineering","IBM","DARPA Trial Subset","Power 775, POWER7 8C 3.836GHz, Custom Interconnect","United States",423.7015575,3575.63,63360,1515000,1944391.68,23,39,23,"DARPA Trial Subset","Power 775, POWER7 8C 3.836GHz, Custom Interconnect","IBM Development Engineering","IBM","United States",2012,"Vendor",63360,0,1515000,1944392,78,0,0,3576,424,"MPP","POWER7 8C 3.836GHz","Power",3836,"Linux","Linux","None",8,"POWER7","Power 775","IBM pSeries","Custom Interconnect","Custom Interconnect","North America","Americas"
"12",2012-11-01,32,-3.466,12,140,"National Supercomputing Centre in Shenzhen (NSCS)","Dawning","Nebulae","Dawning TC3600 Blade System, Xeon X5650 6C 2.66GHz, Infiniband QDR, NVIDIA 2050","China",492.6356589,2580,120640,1271000,2984300,10,35,2,"Nebulae","Dawning TC3600 Blade System, Xeon X5650 6C 2.66GHz, Infiniband QDR, NVIDIA 2050","National Supercomputing Centre in Shenzhen (NSCS)","Dawning","China",2010,"Research",120640,64960,1271000,2984300,43,2359296,0,2580,493,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","NVIDIA 2050",6,"Xeon 5600-series (Westmere-EP)","Dawning TC3600 Blade System","Dawning Cluster","Infiniband","Infiniband QDR","Eastern Asia","Asia"
"91",2012-11-01,33,-3.472,91,4,"Swiss Scientific Computing Center (CSCS)","Cray Inc.","Todi","Cray XK7 , Opteron 6272 16C 2.100GHz, Cray Gemini interconnect, NVIDIA Tesla K20 Kepler","Switzerland",2243.442623,129,8160,273700,392876.8,NA,38,330,"Todi","Cray XK7 , Opteron 6272 16C 2.100GHz, Cray Gemini interconnect, NVIDIA Tesla K20 Kepler","Swiss Scientific Computing Center (CSCS)","Cray Inc.","Switzerland",2011,"Research",8160,3808,273700,392877,70,756480,0,122,2243,"MPP","Opteron 6272 16C 2.100GHz","AMD x86_64",2100,"Cray Linux Environment ","Linux","NVIDIA K20x",16,"Opteron 6200 Series ""Interlagos""","Cray XK7 ","Cray XK","Cray Interconnect","Cray Gemini interconnect","Western Europe","Europe"
"28",2012-11-01,34,-3.485,28,104,"National Supercomputing Center in Jinan","National Research Center of Parallel Computer Engineering & Technology","Sunway Blue Light","Sunway BlueLight MPP, ShenWei processor SW1600 975.00 MHz, Infiniband QDR","China",741.0614525,1074,137200,795900,1070160,26,38,14,"Sunway Blue Light","Sunway BlueLight MPP, ShenWei processor SW1600 975.00 MHz, Infiniband QDR","National Supercomputing Center in Jinan","National Research Center of Parallel Computer Engineering & Technology","China",2011,"Research",137200,0,795900,1070160,74,3375120,0,1074,741,"Cluster","ShenWei processor SW1600 16C 975MHz","Others",975,"Linux","Linux","None",16,"ShenWei","Sunway BlueLight MPP","Sunway BlueLight MPP","Infiniband","Infiniband QDR","Eastern Asia","Asia"
"36",2012-11-01,35,-3.49,36,52,"Barcelona Supercomputing Center","IBM","MareNostrum","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Spain",910.7985585,699.26,33664,636885,700211,NA,40,36,"MareNostrum","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Barcelona Supercomputing Center","IBM","Spain",2012,"Academic",33664,0,636885,700211,91,0,0,699,911,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","Southern Europe","Europe"
"58",2012-11-01,36,-3.511,58,34,"Intel","Intel","Endeavor","Intel Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi SE10","United States",1427.733822,257.707,27489,367937,502084.8,165,35,112,"Endeavor","Intel Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi","Intel","Intel","United States",2011,"Industry",27489,21777,379306,502085,76,1566720,0,300,1265,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","Intel Xeon Phi",8,"Intel Xeon E5","Intel Cluster","Intel Cluster","Infiniband","Infiniband FDR","North America","Americas"
"30",2012-11-01,37,-3.526,30,117,"National Super Computer Center in Hunan","NUDT","Tianhe-1A Hunan Solution","NUDT YH MPP, Xeon X5670 6C 2.93 GHz, Proprietary, NVIDIA 2050","China",668.0980373,1155.07,53248,771700,1342750.72,28,38,16,"Tianhe-1A Hunan Solution","NUDT YH MPP, Xeon X5670 6C 2.93 GHz, Proprietary, NVIDIA 2050","National Super Computer Center in Hunan","NUDT","China",2011,"Research",53248,28672,771700,1342751,57,2200000,0,1155,668,"MPP","Xeon X5670 6C 2.930GHz","Intel Nehalem",2930,"Linux","Linux","NVIDIA 2050",6,"Xeon 5600-series (Westmere-EP)","NUDT YH MPP","NUDT MPP","Proprietary Network","Proprietary","Eastern Asia","Asia"
"39",2012-11-01,38,-3.554,39,89,"Central Research Institute of Electric Power Industry/CRIEPI","SGI","","SGI Altix X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Japan",808.4722222,720,32256,582100,670925,NA,40,39,"","SGI Altix X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Central Research Institute of Electric Power Industry/CRIEPI","SGI","Japan",2012,"Research",32256,0,582100,670925,87,2648520,0,720,808,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"SUSE Linux Enterprise Server 11","Linux","None",8,"Intel Xeon E5","SGI Altix X","SGI Altix","Infiniband","Infiniband FDR","Eastern Asia","Asia"
"22",2012-11-01,39,-3.559,22,148,"DOE/NNSA/LANL","IBM","Roadrunner","BladeCenter QS22/LS21 Cluster, PowerXCell 8i 3.2 Ghz / Opteron DC 1.8 GHz, Voltaire Infiniband","United States",444.3496802,2345,122400,1042000,1375776,19,34,2,"Roadrunner","BladeCenter QS22/LS21 Cluster, PowerXCell 8i 3.2 Ghz / Opteron DC 1.8 GHz, Voltaire Infiniband","DOE/NNSA/LANL","IBM","United States",2009,"Research",122400,110160,1042000,1375776,76,2249343,0,2345,444,"Cluster","PowerXCell 8i 9C 3.200GHz","Power",3200,"Linux","Linux","IBM PowerXCell 8i",9,"PowerXCell 8i","BladeCenter QS22 Cluster","IBM BladeCenter","Infiniband","Infiniband","North America","Americas"
"43",2012-11-01,40,-3.563,43,50,"Institute of Process Engineering, Chinese Academy of Sciences","IPE, Nvidia, Tyan","Mole-8.5","Mole-8.5 Cluster, Xeon X5520 4C 2.27 GHz, Infiniband QDR, NVIDIA 2050","China",919.4444444,540,29440,496500,1012650,37,35,19,"Mole-8.5","Mole-8.5 Cluster, Xeon X5520 4C 2.27 GHz, Infiniband QDR, NVIDIA 2050","Institute of Process Engineering, Chinese Academy of Sciences","IPE, Nvidia, Tyan","China",2011,"Academic",29440,0,496500,1012650,49,768000,0,540,919,"Cluster","Xeon X5520 4C 2.267GHz","Intel Nehalem",2267,"Linux","Linux","NVIDIA 2050",4,"Xeon 5500-series (Nehalem-EP)","Mole-8.5 Cluster","Mole-8.5 Cluster","Infiniband","Infiniband QDR","Eastern Asia","Asia"
"50",2012-11-01,41,-3.569,50,38,"Center for Computational Sciences, University of Tsukuba","Appro International / Cray Inc.","HA-PACS","Xtream-X GreenBlade 8204, Xeon E5-2670 8C 2.600GHz, Infiniband QDR, NVIDIA 2090","Japan",1035.134671,407.29,20800,421600,778128,40,32,7,"Ranger","SunBlade x6420, Opteron QC 2.3 Ghz, Infiniband","Texas Advanced Computing Center/Univ. of Texas","Sun Microsystems","United States",2008,"Academic",62976,0,433200,579379,75,0,0,2000,217,"Cluster","Opteron Quad Core 4C 2.300GHz","AMD x86_64",2300,"Linux","Linux","None",4,"Opteron Quad Core","Sun Blade x6420","Sun Blade System","Infiniband","Infiniband","North America","Americas"
"14",2012-11-01,42,-3.614,14,188,"NASA/Ames Research Center/NAS","SGI","Pleiades","SGI ICE X/8200EX/8400EX, Xeon 54xx 3.0/5570/5670/E5-2670 2.93/2.6/3.06/3.0 Ghz, Infiniband QDR/FDR","United States",311.7663583,3986.96,125980,1243000,1731836,11,37,7,"Pleiades","SGI ICE X/8200EX/8400EX, Xeon 54xx 3.0/5570/5670/E5-2670 2.93/2.6/3.06/3.0 Ghz, Infiniband QDR/FDR","NASA/Ames Research Center/NAS","SGI","United States",2011,"Research",125980,0,1243000,1731836,72,3204600,0,3987,312,"MPP","Xeon E5450 4C 3.000GHz","Intel Core",3000,"Linux","Linux","None",4,"Xeon 5400-series ""Harpertown""","SGI ICE 8200EX/8400EX","SGI Altix","Infiniband","Infiniband","North America","Americas"
"45",2012-11-01,43,-3.615,45,83,"Research Institute for Information Technology, Kyushu University","Fujitsu","","Fujitsu PRIMERGY CX400, Xeon E5-2680 8C 2.700GHz, Infiniband FDR","Japan",839.7152786,548.1619922,23616,460300,510106,NA,40,45,"","Fujitsu PRIMERGY CX400, Xeon E5-2680 8C 2.700GHz, Infiniband FDR","Research Institute for Information Technology, Kyushu University","Fujitsu","Japan",2012,"Academic",23616,0,460300,510106,90,4161536,0,NA,NA,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"Linux","Linux","None",8,"Intel Xeon E5","Fujitsu PRIMERGY CX400","Fujitsu Cluster","Infiniband","Infiniband FDR","Eastern Asia","Asia"
"19",2012-11-01,44,-3.618,19,173,"DOE/SC/LBNL/NERSC","Cray Inc.","Hopper","Cray XE6, Opteron 6172 12C 2.10GHz, Custom","United States",362.1993127,2910,153408,1054000,1288627.2,16,36,5,"Hopper","Cray XE6, Opteron 6172 12C 2.10GHz, Custom","DOE/SC/LBNL/NERSC","Cray Inc.","United States",2010,"Research",153408,0,1054000,1288627,82,4537344,0,2910,362,"MPP","Opteron 6172 12C 2.100GHz","AMD x86_64",2100,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours"" ","Cray XE6","Cray XE","Custom Interconnect","Custom Interconnect","North America","Americas"
"27",2012-11-01,45,-3.625,27,147,"HWW/Universitaet Stuttgart","Cray Inc.","HERMIT","Cray XE6, Opteron 6276 16C 2.30 GHz, Cray Gemini interconnect","Germany",449.4054054,1850,113472,831400,1043942.4,24,38,12,"HERMIT","Cray XE6, Opteron 6276 16C 2.30 GHz, Cray Gemini interconnect","HWW/Universitaet Stuttgart","Cray Inc.","Germany",2011,"Industry",113472,0,831400,1043942,80,3555552,0,NA,NA,"MPP","Opteron 6276 16C 2.300GHz","AMD x86_64",2300,"Cray Linux Environment ","Linux","None",16,"Opteron 6200 Series ""Interlagos""","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","Western Europe","Europe"
"139",2012-11-01,46,-3.634,139,15,"University of Rochester","IBM","","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","United States",2101.119358,82.19,16384,172691,209715,99,39,99,"Vesta","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","DOE/SC/Argonne National Laboratory","IBM","United States",2012,"Research",16384,0,172691,209715,82,1376255,0,82,2101,"MPP","Power BQC 16C 1.600GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","North America","Americas"
"140",2012-11-01,47,-3.634,140,14,"Rensselaer Polytechnic Institute","IBM","","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","United States",2101.119358,82.19,16384,172691,209715,100,39,100,"Cetus","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","DOE/SC/Argonne National Laboratory","IBM","United States",2012,"Research",16384,0,172691,209715,82,1376255,0,82,2101,"MPP","Power BQC 16C 1.600GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","North America","Americas"
"141",2012-11-01,48,-3.634,141,13,"DOE/SC/Argonne National Laboratory","IBM","Vesta","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","United States",2101.119358,82.19,16384,172691,209715,NA,40,141,"CADMOS BG/Q","BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","Ecole Polytechnique Federale de Lausanne","IBM","Switzerland",2012,"Academic",16384,0,172691,209715,82,1376255,0,82,2101,"MPP","Power BQC 16C 1.600GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Western Europe","Europe"
"142",2012-11-01,49,-3.634,142,12,"DOE/SC/Argonne National Laboratory","IBM","Cetus","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","United States",2101.119358,82.19,16384,172691,209715,101,37,109,"","BlueGene/Q, Power BQC 16C 1.60 GHz, Custom","IBM Thomas J. Watson Research Center","IBM","United States",2011,"Research",16384,0,172691,209715,82,1376255,0,82,2101,"MPP","Power BQC 16C 1.600GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","North America","Americas"
"143",2012-11-01,50,-3.634,143,11,"Interdisciplinary Centre for Mathematical and Computational Modelling, University of Warsaw","IBM","","BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","Poland",2101.119358,82.19,16384,172691,209715,NA,40,143,"","BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","Interdisciplinary Centre for Mathematical and Computational Modelling, University of Warsaw","IBM","Poland",2012,"Academic",16384,0,172691,209715,82,1376255,0,82,2101,"MPP","Power BQC 16C 1.600GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Eastern Europe","Europe"
"144",2012-11-01,51,-3.634,144,10,"Ecole Polytechnique Federale de Lausanne","IBM","CADMOS BG/Q","BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","Switzerland",2101.119358,82.19,16384,172691,209715,102,39,102,"","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","Rensselaer Polytechnic Institute","IBM","United States",2012,"Academic",16384,0,172691,209715,82,1376255,0,82,2101,"MPP","Power BQC 16C 1.600GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","North America","Americas"
"145",2012-11-01,52,-3.634,145,9,"IBM Thomas J. Watson Research Center","IBM","","BlueGene/Q, Power BQC 16C 1.60 GHz, Custom","United States",2101.119358,82.19,16384,172691,209715,103,39,103,"","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","University of Rochester","IBM","United States",2012,"Academic",16384,0,172691,209715,82,1376255,0,82,2101,"MPP","Power BQC 16C 1.600GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","North America","Americas"
"117",2012-11-01,53,-3.651,117,33,"NASA/Ames Research Center/NAS","SGI","Maia","SGI Rackable C1104G-RP5, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi","United States",1612.969697,132,17408,212912,301384,NA,40,117,"Maia","SGI Rackable C1104G-RP5, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi","NASA/Ames Research Center/NAS","SGI","United States",2012,"Research",17408,15360,212912,301384,71,660480,0,132,1613,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"SUSE Linux Enterprise Server 11","Linux","Intel Xeon Phi",8,"Intel Xeon E5","SGI Rackable C1104G-RP5","Rackable Cluster","Infiniband","Infiniband FDR","North America","Americas"
"40",2012-11-01,54,-3.664,40,131,"NOAA/Oak Ridge National Laboratory","Cray Inc.","Gaea C2","Cray XE6, Opteron 6276 16C 2.30GHz, Cray Gemini interconnect","United States",581.9958848,972,77824,565700,715981,33,38,20,"Gaea C2","Cray XE6, Opteron 6276 16C 2.30GHz, Cray Gemini interconnect","NOAA/Oak Ridge National Laboratory","Cray Inc.","United States",2011,"Research",77824,0,565700,715981,79,0,0,972,582,"MPP","Opteron 6276 16C 2.300GHz","AMD x86_64",2300,"Cray Linux Environment ","Linux","None",16,"Opteron 6200 Series ""Interlagos""","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","North America","Americas"
"61",2012-11-01,55,-3.677,61,58,"Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC)","IBM","Pershing","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","United States",875.3344315,400.68,20160,350729,419328,45,38,27,"Bull Benchmarks SuperComputer II","Bullx B510, Xeon E5 (Sandy Bridge - EP) 8C 2.70GHz, Infiniband QDR","Bull","Bull SA","France",2011,"Vendor",20480,0,360868,442368,82,2568384,0,NA,NA,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"bullx SUperCOmputer Suite A.E.2.1","Linux","None",8,"Intel Xeon E5","Bullx B510","Bull Bullx","Infiniband","Infiniband QDR","Western Europe","Europe"
"18",2012-11-01,56,-3.683,18,195,"DOE/NNSA/LANL/SNL","Cray Inc.","Cielo","Cray XE6, Opteron 6136 8C 2.40GHz, Custom","United States",278.8944724,3980,142272,1110000,1365811.2,15,37,6,"Cielo","Cray XE6, Opteron 6136 8C 2.40GHz, Custom","DOE/NNSA/LANL/SNL","Cray Inc.","United States",2011,"Research",142272,0,1110000,1365811,81,0,0,3980,279,"MPP","Opteron 6136 8C 2.400GHz","AMD x86_64",2400,"Linux","Linux","None",8,"Opteron 6100-series ""Magny-Cours"" ","Cray XE6","Cray XE","Custom Interconnect","Custom Interconnect","North America","Americas"
"59",2012-11-01,57,-3.691,59,92,"Bull","Bull SA","Bull Benchmarks SuperComputer II","Bullx B510, Xeon E5 (Sandy Bridge - EP) 8C 2.70GHz, Infiniband QDR","France",801.9288889,450,20480,360868,442368,NA,40,59,"MVS-10P","RSC Tornado, Xeon E5-2690 8C 2.900GHz, Infiniband FDR, Intel Xeon Phi","Joint Supercomputer Center","RSC Group","Russia",2012,"Academic",28704,25376,375700,523827,72,1180160,0,223,1687,"Cluster","Xeon E5-2690 8C 2.900GHz","Intel SandyBridge",2900,"Linux","Linux","Intel Xeon Phi",8,"Intel Xeon E5","RSC Tornado","RSC Cluster","Infiniband","Infiniband FDR","Eastern Europe","Europe"
"56",2012-11-01,58,-3.7,56,105,"Norwegian University of Science and Technology","SGI","","SGI Altix X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Norway",738.7337058,537,22048,396700,458598,44,39,44,"","SGI Altix X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Norwegian University of Science and Technology","SGI","Norway",2012,"Academic",22048,0,396700,458598,87,2203320,0,537,739,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"SUSE Linux Enterprise Server 11","Linux","None",8,"Intel Xeon E5","SGI Altix X","SGI Altix","Infiniband","Infiniband FDR","Northern Europe","Europe"
"26",2012-11-01,59,-3.702,26,186,"Moscow State University - Research Computing Center","T-Platforms","Lomonosov","T-Platforms T-Blade2/1.1, Xeon X5570/X5670/E5630 2.93/2.53 GHz, Nvidia 2070 GPU, PowerXCell 8i Infiniband QDR","Russia",322.1071429,2800,78660,901900,1700210,22,37,13,"Lomonosov","T-Platforms T-Blade2/1.1, Xeon X5570/X5670/E5630 2.93/2.53 GHz, Nvidia 2070 GPU, PowerXCell 8i Infiniband QDR","Moscow State University - Research Computing Center","T-Platforms","Russia",2011,"Academic",78660,29820,901900,1700210,53,2150399,0,2800,322,"Cluster","Xeon X5670 6C 2.930GHz","Intel Nehalem",2930,"Linux","Linux","NVIDIA 2070",6,"Xeon 5600-series (Westmere-EP)","T-Platforms T-Blade2","T-Platforms Cluster","Infiniband","Infiniband","Eastern Europe","Europe"
"63",2012-11-01,60,-3.707,63,86,"Lawrence Livermore National Laboratory","Appro International","Cab","Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR","United States",824.7863248,421.2,20480,347400,425984,46,39,46,"Cab","Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Lawrence Livermore National Laboratory","Appro International","United States",2012,"Research",20480,0,347400,425984,82,2168320,0,421,825,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5","Appro Xtreme-X Supercomputer","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas"
"72",2012-11-01,61,-3.707,72,62,"Navy DoD Supercomputing Resource Center (Navy DSRC)","IBM","Kilrain","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","United States",875.3295719,373.97,18816,327347,391373,NA,40,72,"Haise","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Navy DSRC","IBM","United States",2012,"Government",18816,0,327347,391373,84,0,0,374,875,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas"
"73",2012-11-01,62,-3.707,73,61,"Navy DoD Supercomputing Resource Center (Navy DSRC)","IBM","Haise","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","United States",875.3295719,373.97,18816,327347,391373,NA,40,73,"Kilrain","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Navy DSRC","IBM","United States",2012,"Government",18816,0,327347,391373,84,0,0,374,875,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas"
"68",2012-11-01,63,-3.715,68,90,"Wright-Patterson AFB","SGI","","SGI Altix X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","United States",808.4722222,419.9278474,18432,339500,383386,NA,40,68,"BGQ","BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","Southern Ontario Smart Computing Innovation Consortium/University of Toronto","IBM","Canada",2012,"Academic",32768,0,345098,419430,82,0,0,164,2099,"MPP","Power BQC 16C 1.600GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","North America","Americas"
"251",2012-11-01,64,-3.718,251,1,"National Institute for Computational Sciences/University of Tennessee","Appro International","Beacon","Appro GreenBlade GB824M, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P","United States",2499.443083,44.89,9216,112200,157547.52,160,33,28,"","Fujitsu FX1, Quadcore  SPARC64 VII  2.52 GHz, Infiniband DDR","JAXA","Fujitsu","Japan",2009,"Research",12032,0,110600,121282,91,3308800,0,1020,108,"Cluster","SPARC64 VII 4C 2.500GHz","Sparc",2500,"Open Solaris","Unix","None",4,"SPARC64 VII","Fujitsu FX1","Fujitsu Cluster","Infiniband","Infiniband DDR","Eastern Asia","Asia"
"25",2012-11-01,65,-3.721,25,193,"National Institute for Computational Sciences/University of Tennessee","Cray Inc.","Kraken XT5","Cray XT5-HE Opteron Six Core 2.6 GHz","United States",297.4433657,3090,112800,919100,1173000,21,37,11,"Kraken XT5","Cray XT5-HE Opteron Six Core 2.6 GHz","National Institute for Computational Sciences/University of Tennessee","Cray Inc.","United States",2011,"Academic",112800,0,919100,1173000,78,3844936,0,3090,297,"MPP","Opteron Six Core 6C 2.600GHz","AMD x86_64",2600,"Linux","Linux","None",6,"Opteron Six Core","Cray XT5-HE","Cray XT","Proprietary Network","Proprietary","North America","Americas"
"62",2012-11-01,66,-3.723,62,100,"Los Alamos National Laboratory","Appro International","Luna","Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","United States",775.4464286,448,20480,347400,425984,NA,40,62,"Pershing","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC)","IBM","United States",2012,"Government",20160,0,350729,419328,84,0,0,401,875,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas"
"37",2012-11-01,67,-3.724,37,154,"ECMWF","IBM","","Power 775, POWER7 8C 3.836GHz, Custom Interconnect","United Kingdom",441.4316718,1386.91,24576,612226,754188.28,34,38,483,"","Power 775, POWER7 8C 3.836GHz, Custom Interconnect","ECMWF","IBM","United Kingdom",2011,"Research",24576,0,612226,754188,81,0,0,1387,441,"MPP","POWER7 8C 3.836GHz","Power",3836,"AIX","Unix","None",8,"POWER7","Power 775","IBM pSeries","Custom Interconnect","Custom Interconnect","Northern Europe","Europe"
"38",2012-11-01,68,-3.724,38,153,"ECMWF","IBM","","Power 775, POWER7 8C 3.836GHz, Custom Interconnect","United Kingdom",441.4316718,1386.91,24576,612226,754188.28,35,38,55,"","Power 775, POWER7 8C 3.836GHz, Custom Interconnect","ECMWF","IBM","United Kingdom",2011,"Research",24576,0,612226,754188,81,0,0,1387,441,"MPP","POWER7 8C 3.836GHz","Power",3836,"AIX","Unix","None",8,"POWER7","Power 775","IBM pSeries","Custom Interconnect","Custom Interconnect","Northern Europe","Europe"
"70",2012-11-01,69,-3.726,70,93,"Sandia National Laboratories","Appro International","Pecos","Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR","United States",799.620133,421.2,19712,336800,410010,52,39,52,"Pecos","Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Sandia National Laboratories","Appro International","United States",2012,"Research",19712,0,336800,410010,82,2108876,1054438,421,800,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5","Appro Xtreme-X Supercomputer","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas"
"81",2012-11-01,70,-3.729,81,63,"Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC)","IBM","Hercules","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","United States",875.3239648,347.26,17472,303965,363418,NA,40,81,"Hercules","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC)","IBM","United States",2012,"Government",17472,0,303965,363418,84,0,0,347,875,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas"
